City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,kosh-agach,49.9947,88.6628,-25.95,85,53,0.89,RU,1707831541
272,san luis,-33.302,-66.337,21.98,39,47,2.86,AR,1707831542
273,valley city,46.9233,-98.0032,-5.71,100,40,3.6,US,1707831060
274,nar'yan-mar,67.638,53.0071,-29.39,98,65,3.58,RU,1707831543
275,brak,27.5516,14.2721,25.47,21,0,10.17,LY,1707831544
276,justo daract,-33.2726,-66.3351,22.11,39,45,2.3,AR,1707831545
277,mountain home,43.133,-115.6912,1.75,79,0,1.54,US,1707831546
278,itaparica,-12.8883,-38.6786,29.96,80,87,3.97,BR,1707831213
279,colesberg,-30.72,25.0972,36.03,11,21,7.83,ZA,1707831259
280,rio grande,-53.7875,-67.6954,11.07,87,0,5.14,AR,1707831286
281,sinhyeon,31.6463,114.88,13.55,73,0,2.64,CN,1707831549
282,dhamar,14.543,44.4001,19.46,42,45,6.39,YE,1707831550
283,tofol,5.326,163.0087,27.83,81,100,7.98,FM,1707831551
284,rapar,23.5722,70.6466,22.55,20,100,3.14,IN,1707831552
285,den burg,53.0552,4.7967,8.99,85,100,8.23,NL,1707831553
286,alotau,-10.3061,150.4464,25.15,90,8,1.43,PG,1707831553
287,mont-dore,45.575,2.8094,7.37,45,10,2.25,FR,1707831554
288,mmabatho,-25.8403,25.6092,34.03,27,20,2.57,ZA,1707831555
289,fortaleza,-3.7305,-38.5218,30.99,84,40,8.23,BR,1707831556
290,al bawiti,28.3518,28.863,19.99,32,1,7.73,EG,1707831557
291,cartagena del chaira,1.3345,-74.8414,25.5,80,95,0.75,CO,1707831557
292,fortuna,40.5974,-124.156,7.29,97,40,0.0,US,1707831558
293,christchurch,-43.531,172.6366,14.68,89,75,1.54,NZ,1707831559
294,kshenskiy,51.849,37.7242,1.7,100,100,2.22,RU,1707831560
295,las tablas,7.7678,-80.2764,26.15,99,100,5.8,PA,1707831561
296,serdar,41.6171,32.437,12.64,77,100,1.59,TR,1707831561
297,morden,51.4007,-0.1939,9.92,91,75,7.2,GB,1707831562
298,bathurst,-33.4166,149.5805,17.76,90,31,1.7,AU,1707831563
299,ankazobe,-18.3144,47.1145,22.72,78,99,4.85,MG,1707831564
300,dehui,44.535,125.6954,-4.72,88,100,1.65,CN,1707831564
301,mae chan,16.0312,98.6621,19.4,53,13,1.14,TH,1707831565
302,kwekwe,-18.9284,29.814,28.73,33,0,4.83,ZW,1707831566
303,hauterive,48.4774,0.199,7.35,93,100,5.75,FR,1707831567
304,ocean city,39.2776,-74.5746,4.01,89,100,8.94,US,1707831568
305,fort st. john,56.2524,-120.8469,-8.06,67,20,1.54,CA,1707831568
306,latakia,35.52,35.7781,23.08,64,100,3.35,SY,1707831569
307,taltal,-25.4078,-70.4858,21.48,74,93,2.0,CL,1707831570
308,kzyltu,42.562,69.9917,10.05,68,66,1.67,KZ,1707831571
309,ijuw,-0.5152,166.9573,28.17,82,100,5.46,NR,1707831571
310,albertina,-20.6616,-43.784,26.26,60,98,1.69,BR,1707831572
311,grand island,40.9243,-98.3387,-0.94,87,0,0.0,US,1707831573
312,labytnangi,66.6615,66.3811,-35.41,96,8,2.04,RU,1707831574
313,tommot,58.9685,126.2669,-24.58,93,100,3.63,RU,1707831575
314,cooma,-36.2356,149.1264,18.75,78,90,5.69,AU,1707831575
315,riosucio,5.421,-75.7031,20.72,71,31,0.69,CO,1707831576
316,gisborne,-38.6613,178.0206,14.37,90,6,3.23,NZ,1707831577
317,becerril,9.7033,-73.2786,32.17,45,30,0.51,CO,1707831578
318,kristiansund,63.2168,7.5453,4.36,45,0,2.57,NO,1707831578
319,taro,-8.3862,115.28,25.0,96,100,0.8,ID,1707831579
320,kemijarvi,66.7161,27.4334,-20.92,98,85,1.96,FI,1707831580
321,chonchi,-42.624,-73.7724,15.79,36,100,1.73,CL,1707831581
322,turkmenbasy,40.0053,52.9929,21.51,18,0,5.14,TM,1707831581
323,lompoc,34.6392,-120.4579,12.1,87,100,2.57,US,1707831294
324,coracora,-15.017,-73.7809,16.56,62,66,1.72,PE,1707831583
325,kone,-21.0608,164.8619,24.71,90,3,2.02,NC,1707831584
326,veraval,20.9101,70.3653,24.1,48,100,6.93,IN,1707831585
327,thunder bay,48.4064,-89.2598,-13.94,92,20,2.06,CA,1707831585
328,fada,9.5986,8.4422,36.1,7,0,2.06,NG,1707831586
329,skeldon,5.8847,-57.1414,29.03,67,63,3.54,GY,1707831587
330,conselheiro pena,-19.1721,-41.472,29.42,66,100,1.14,BR,1707831588
331,namibe,-15.1951,12.1458,28.82,66,48,4.26,AO,1707831588
332,luckenwalde,52.0902,13.1742,9.95,69,84,2.68,DE,1707831589
333,murghob,38.171,73.9669,-11.04,53,24,2.74,TJ,1707831591
334,susuman,62.7797,148.1536,-39.99,100,96,0.45,RU,1707831591
335,stanilesti,46.6209,28.1736,13.03,62,99,1.15,RO,1707831592
336,sinabang,2.4795,96.3806,28.57,72,12,0.74,ID,1707831593
337,canakkale,40.1463,26.4029,14.05,76,75,1.54,TR,1707831594
338,grand-bassam,5.2129,-3.7432,32.98,66,34,4.54,CI,1707831594
339,kolwezi,-10.717,25.467,24.28,69,28,2.4,CD,1707831595
340,vegreville,53.5,-112.05,-4.7,71,98,5.66,CA,1707831596
341,oriximina,-1.767,-55.8683,29.35,67,99,2.35,BR,1707831597
342,al burayqah,12.7524,44.8921,26.23,78,8,7.16,YE,1707831598
343,le morne-rouge,14.7741,-61.1347,26.42,76,53,6.21,MQ,1707831599
344,petropavlovsk-kamchatsky,53.02,158.6471,-16.8,81,94,3.13,RU,1707831599
345,aasiaat,68.7096,-52.8513,-28.74,98,100,3.61,GL,1707831600
346,brisas de zicatela,15.8367,-97.0429,22.29,83,0,3.6,MX,1707831601
347,nouadhibou,20.9127,-17.0503,22.96,73,62,2.57,MR,1707831603
348,comodoro rivadavia,-45.8632,-67.4753,24.25,16,0,1.03,AR,1707831605
349,ixtapa,16.8033,-92.9054,15.78,77,46,1.65,MX,1707831606
350,st. thomas,49.4972,3.8202,9.93,71,96,5.32,FR,1707831606
351,genhe,51.3347,121.8112,-24.44,100,51,1.04,CN,1707831607
352,quellon,-43.12,-73.6203,15.62,61,99,4.46,CL,1707831608
353,ardesen,41.1919,40.9894,15.43,54,100,0.97,TR,1707831610
354,sahawar,27.7954,78.8342,17.68,48,100,2.58,IN,1707831611
